tier,journal,container_title,year,title,authors,doi,abstract,is_oa,oa_pdf_url,landing_url,pdf_path
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2024,The strategic use of social identity,Tom Lane,10.1016/j.jebo.2024.06.014,"• I measure actual and predicted discrimination along multiple identity dimensions. • Responding to expected discrimination, people strategically reveal social identity. • Discrimination allows large potential gains from strategic identity revelation. • Actual gains are lesser, partly due to certain misperceptions about discrimination. • Individuals sacrifice expected payoffs to reveal their preferred characteristics. Individuals often have the power to manipulate which of their multiple dimensions of social identity are salient when entering economic interactions. This paper represents the first empirical exploration of this phenomenon. Experimental results show identity dimension choice is of substantial importance, providing potential earnings gains up to around 56%. Actual gains are smaller: people choose identity dimensions strategically and benefit from broadly accurate beliefs about counterparts’ discriminatory tendencies, but are also hampered by some misperceptions (e.g. overestimating levels of in-group favouritism). Furthermore, many individuals sacrifice expected payoffs to make their preferred dimensions salient, suggesting intrinsic utility derives from social identity.",1,,https://doi.org/10.1016/j.jebo.2024.06.014,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2021,Losing sense of fairness: How information about a level playing field reduces selfish behavior,Kajsa Hansson; Emil Persson; Shai Davidai; Gustav Tinghög,10.1016/j.jebo.2021.07.014,"Inaccurate beliefs about procedural fairness often motivate people to act in self-serving and selfish manners. We investigate whether information about a level playing field might mitigate such behaviors. In a pre-registered behavioral experiment (n = 444), using a competitive and real-effort task, we manipulate whether participants are informed about the fairness of a competition or not. Following the competition, participants (who either won or lost the competition) decided how to distribute earnings between themselves and their opponent. We show that informing participants about the fairness of the competition reduces selfish behavior among losers, while behavior among winners remains unaffected. Moreover, we show that losers who were not informed about the fairness of the competition incorrectly viewed it as having been unfairly stacked against them (i.e., believing that they encountered significantly more difficult tasks than their opponents). Our findings suggest that information about a level playing field reduces selfish behavior and is important for understanding when and why motivated reasoning about procedural fairness helps people uphold a positive self-image.",1,,https://doi.org/10.1016/j.jebo.2021.07.014,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2022,Chasing the academic dream: Biased beliefs and scientific labor markets,Ina Ganguli; Patrick Gaulé; Danijela Vuletić Čugalj,10.1016/j.jebo.2022.07.021,"We investigate whether biased beliefs play a role in the persistent demand for postdoctoral training in science. We elicit the beliefs and career preferences of doctoral students at 56 U.S. chemistry departments through a survey combined with a field experiment, in which we randomize the provision of information to a subset of respondents on historical academic placements by department. We first show that respondents have excessively optimistic beliefs about their own and their peers’ chances of obtaining a tenure track faculty position. Respondents who received the historical placement information treatment updated their beliefs about their own likelihood of obtaining a faculty position in a follow-up survey one year later, particularly those who had the most biased initial beliefs. However, we do not find an effect on the likelihood of doing a post-doc at four years post-intervention.",1,,https://doi.org/10.1016/j.jebo.2022.07.021,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2020,Statistical discrimination when group members are aware of their stereotype: Learning from David Hume and Adam Smith,David M. Levy,10.1016/j.jebo.2020.11.023,,0,,https://doi.org/10.1016/j.jebo.2020.11.023,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2023,Motivated mislearning: The case of correlation neglect,Lukas Bolte; Tony Fan,10.1016/j.jebo.2023.11.020,,0,,https://doi.org/10.1016/j.jebo.2023.11.020,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2024,Expectational reference points and belief formation: Field evidence from financial analysts,Pascal Flurin Meier; Raphael Flepp; Egon Franck,10.1016/j.jebo.2024.106788,"We test the influence of expectations as reference points in the belief formation of individuals using field data from financial analysts. We explore the premise that deviations from expectations can significantly alter people's perceptions of identical outcomes, thereby affecting their subsequent belief formation. We employ a regression discontinuity design to reveal that analysts whose forecasts were barely exceeded become discontinuously more optimistic than analysts whose forecasts were barely missed, despite having converging prior beliefs and observing the same performance signal about firm earnings. Furthermore, our analyses show that analysts whose forecasts were barely missed update their beliefs more strongly than do analysts whose forecasts were barely exceeded. We contribute to the literature by providing important field evidence indicating that expectations constitute a reference point that influences subsequent belief formation in an environment involving high stakes and expert decision-makers.",1,,https://doi.org/10.1016/j.jebo.2024.106788,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2018,Paying is believing: The effect of costly information on Bayesian updating,Pedro Robalo; Rei Sayag,10.1016/j.jebo.2018.09.016,,0,,https://doi.org/10.1016/j.jebo.2018.09.016,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2023,Belief-driven dynamics in a behavioral SEIRD macroeconomic model with sceptics,Christian R. Proaño; Jiří Kukačka; Tomasz Makarewicz,10.1016/j.jebo.2023.11.011,The reluctance of a non-trivial fraction of the population to adhere to social distancing measures – and even to get vaccinated – during the COVID-19 pandemic represented a challenge for imposed public health policies in many countries around the world. Against this background we study the impact of boundedly rational perceptions for the dynamics of epidemics such as the COVID-19 pandemic in a standard epidemic model extended by a stylized macroeconomic dimension similar to Atkeson et al. (2021). We illustrate through which channels misperceptions or even “scepticism” concerning the infectiousness of the disease or its mortality rate may undermine the effectiveness of lockdowns and other public health policies in the long-run.,1,,https://doi.org/10.1016/j.jebo.2023.11.011,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2025,Rational vs. irrational beliefs in a complex world,Gregor Boehl; Cars Hommes,10.1016/j.jebo.2025.106898,"How do rational and boundedly rational agents interact in a competitive asset market? To answer this question, we build a highly nonlinear asset pricing model where agents hold heterogeneous beliefs. Our model features fully rational forward looking agents versus boundedly rational backward looking agents whose market shares evolve endogenously. This gives rise to chaotic model dynamics which are characterized by complex bubble and crash dynamics, even without any exogenous fluctuations. We show that computational methods can be applied to numerically analyze models combining agents forming rational expectations and agents forming extrapolative expectations, with the possibility of transition between one type of behavior and the other. Not only do we find that boundedly rational agents remain in the market, but document that their effect on price dynamics is even amplified by the behavior of fully rational agents. In their interaction, trend-extrapolators amplify small deviations from fundamentals, while rational agents eventually anticipate market crashes after large bubbles and drive prices back to the fundamental.",1,,https://doi.org/10.1016/j.jebo.2025.106898,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2021,The Impact of Monetary Policy on Yield Curve Expectations,Maximilian Boeck; Martin Feldkircher,10.1016/j.jebo.2021.09.044,"A great deal of monetary policy is aimed at steering market expectations but little is known about agents belief formation. This article investigates how US market participants adjust yield curve expectations in response to two shocks related to monetary policy. The results show that in the aggregate, market participants initially underreact to changes in monetary policy. This implies that news are not fully absorbed, which potentially impedes a smooth monetary policy transmission. We further show that these information rigidities could be driven by a lack of information diffusion among individual forecasters. Last, we find that depending on the source of the shock and the maturities of the yields, underreaction is followed by a period of overcompensation a pattern called delayed overshooting. Knowing this allows the central bank to better calibrate their actions in the first place, which could pave the way for more optimal monetary policy.",1,,https://doi.org/10.1016/j.jebo.2021.09.044,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2024,Don’t stop believin’: Income group heterogeneity in updating of social mobility beliefs,Anna Schwarz; Philipp Warum,10.1016/j.jebo.2024.06.029,"This article presents a novel explanation for why demand for redistribution may not respond to information on low intergenerational mobility on average. Conducting a survey experiment in Austria, we show that the average treatment effect on perceptions is mostly driven by high-income individuals while low-income individuals hardly react. Using data from two related survey experiments, we document similar heterogeneity in Germany, the United States, Italy, and Sweden, while France and the United Kingdom appear to exhibit different dynamics. The low-income group, which has the strongest incentive to increase demand for redistribution, makes few adjustments to its beliefs. This may explain the frequently observed persistence of redistributive preferences. We observe that demand for redistribution remains unchanged on average and across income groups in the five countries with differential belief updating by income. Conversely, a more substantial increase in demand for redistribution seems to occur in France, where all income groups update their beliefs similarly. Further, we provide suggestive evidence that low-income individuals update their beliefs more in less ego-relevant contexts, indicating motivated beliefs.",1,,https://doi.org/10.1016/j.jebo.2024.06.029,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2024,Emergence of information aggregation to rational expectations equilibria in markets populated by biased heuristic traders,Karim Jamal; Michael S. Maier; Shyam Sunder,10.1016/j.jebo.2024.106700,"Information aggregation is a key economic function of markets. We report results of a computational experiment with markets populated by simple algorithmic traders who follow two heuristics usually thought of as leading to biased information processing in behavioral economics literature (anchor-and-adjust, and representativeness). Outcomes of these markets either tend to cluster around (or fail to do so) rational expectations equilibria under specific conditions, consistent with markets populated by profit-motivated human traders. Algorithmic trader convergence is slower and noisier than that of human traders. Our results illustrate the emergence of rational expectations equilibria through complex interactions among actions of biased heuristic traders with limited information processing capabilities.",1,,https://doi.org/10.1016/j.jebo.2024.106700,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2025,The role of experience in shifting gender beliefs on performance: Experimental evidence,Miguel A. Fonseca; Ashley McCrea,10.1016/j.jebo.2025.107115,"In labour markets, women are often underrepresented relative to men. This underrepresentation may be due to inaccurate beliefs about ability across genders. Inaccurate beliefs might cause a sampling problem: to have accurate beliefs about a group, one must first collect information about it. However, employers may not wish to shortlist individuals from a group that is perceived to exhibit lower quality. Inaccurate beliefs may also persist due to biased belief updating. We run a stylised hiring experiment to disentangle these two effects. We ask participants to create shortlists from a male and a female pool of workers and give them feedback on the skill of those they shortlist. Based on that information, participants hire workers, and provide us with their beliefs about the distribution of skills in the male and female pots. We study how employers update their beliefs as a function of their past shortlisting behaviour, and how they shortlist given their beliefs. Participants were more likely to sample from the pool with the higher subjective mean quality (on average men) and lower subjective variance. Participants were not Bayesian updaters but there were no gender-specific biases in updating. Sampling more from a pool and spending more time sampling yield more accurate beliefs.",1,,https://doi.org/10.1016/j.jebo.2025.107115,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2021,Gender differences in motivated reasoning,Michael Thaler,10.1016/j.jebo.2021.09.016,,1,https://arxiv.org/pdf/2012.01538,https://arxiv.org/pdf/2012.01538,pdfs/2021_Journal of Economic Behavior _ Organization_Gender differences in motivated reasoning_10.1016_j.jebo.2021.09.016.pdf
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2024,Ambiguity attitudes and surprises: Experimental evidence on communicating new information within a large population sample,Aljoscha Minnich; Hauke Roggenkamp; Andreas Lange,10.1016/j.jebo.2024.106778,"This paper investigates ambiguity attitudes for natural events (temperatures) and how they are updated following new information. Using a general population sample, we first obtain baseline ambiguity attitudes for future weather events based on real temperatures over several past days. Second, we study the influence of different communication types on updating the ambiguity attitudes: participants are given either point estimators, interval estimators, or the combination of both as weather forecasts. We further vary whether the forecast is surprising or in line with the initially received information. In contrast to claims that ambiguity aversion may increase in response to surprising news, we find that ambiguity attitudes are rather robust to new information and variants of their communication. Yet, different variants of communicating new information significantly change the belief updating process and affect the matching probabilities given to specific events. Our sample allows us to analyze socio-demographic correlates of ambiguity attitudes and the updating of ambiguity attitudes to new information.",1,,https://doi.org/10.1016/j.jebo.2024.106778,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2024,Consumption dynamics with law of small numbers,Yingjie Niu; Yaoyao Wu; Siqi Zhao; Zhentao Zou,10.1016/j.jebo.2024.06.021,,0,,https://doi.org/10.1016/j.jebo.2024.06.021,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2025,Household income expectations: The role of unexpected income changes and aggregate conditions,Alessandro Bucciol; Joshy Easaw; Serena Trucchi,10.1016/j.jebo.2025.107064,"We analyse how unexpected income changes and aggregate conditions influence income expectations, their uncertainty, and expectation errors. We use a uniquely rich longitudinal Dutch survey collecting detailed information on the distribution of household income expectations. Our results show that unexpected income changes, much more than aggregate conditions, induce a revision in income expectations across the entire spectrum of the expected income distribution, consistent with extrapolative behaviour. We also document that unexpected income changes increase the uncertainty about future income. Our results provide some evidence of over-reaction, particularly to negative unexpected income changes and among high-income individuals. These effects differ based on an individual’s position in the income distribution, which may be attributed to differences in income dynamics, role of insurance mechanisms, and varying levels of awareness about how unexpected income changes and aggregate conditions impact household finances. • This paper provides new evidence on the process of expectation formation. • Unexpected income changes, more than aggregate conditions, induce a revision in expectations. • Unexpected income changes lead to an increase in income expectation uncertainty. • Income expectations overreact to unexpected income changes, consistent with overextrapolation. • Over-reaction is more relevant for negative income changes and high-income individuals.",1,,https://doi.org/10.1016/j.jebo.2025.107064,
tier1,Journal of Economic Behavior & Organization,Journal of Economic Behavior & Organization,2026,A model of moral balancing under motivated reasoning,Daniela Flörchinger,10.1016/j.jebo.2025.107393,,1,,https://doi.org/10.1016/j.jebo.2025.107393,
tier1,Games and Economic Behavior,Games and Economic Behavior,2018,Belief updating and the demand for information,Sandro Ambuehl; Shengwu Li,10.1016/j.geb.2017.11.009,,0,,https://doi.org/10.1016/j.geb.2017.11.009,
tier1,Games and Economic Behavior,Games and Economic Behavior,2022,Reacting to ambiguous messages: An experimental analysis,Christian Kellner; Mark T. Le Quement; Gerhard Riener,10.1016/j.geb.2022.09.007,"Ambiguous language is ubiquitous and often deliberate. Recent theoretical work (Bose and Renou, 2014; Kellner and Le Quement, 2018; Beauchêne et al., 2019) has shown how language ambiguation can improve outcomes by mitigating conflict of interest. Our experiment finds a significant effect of language ambiguation on subjects who are proficient at Bayesian updating. For ambiguity averse subjects within this population, a significant part of this effect operates via the channel of subjects' desire to reduce ambiguity. For both ambiguity averse and neutral subjects within this population, an additional behavioral channel is also present.",1,,https://doi.org/10.1016/j.geb.2022.09.007,
tier1,Games and Economic Behavior,Games and Economic Behavior,2024,Belief formation under signal correlation,Tanjim Hossain; Ryo Okui,10.1016/j.geb.2024.05.004,,0,,https://doi.org/10.1016/j.geb.2024.05.004,
tier1,Games and Economic Behavior,Games and Economic Behavior,2022,Optimism and pessimism in strategic interactions under ignorance,Pierfrancesco Guarino; Gabriel Ziegler,10.1016/j.geb.2022.10.012,"We study players interacting under the veil of ignorance, who have—coarse—beliefs represented as subsets of opponents’ actions. We analyze when these players follow max min or max max decision criteria, which we identify with pessimistic or optimistic attitudes, respectively. Explicitly formalizing these attitudes and how players reason interactively under ignorance, we characterize the behavioral implications related to common belief in these events: while optimism is related to Point Rationalizability, a new algorithm—Wald Rationalizability— captures pessimism. Our characterizations allow us to uncover novel results: (i) regarding optimism, we relate it to wishful thinking á la Yildiz (2007) and we prove that dropping the (implicit) “belief-implies-truth” assumption reverses an existence failure described therein; (ii) we shed light on the notion of rationality in ordinal games; (iii) we clarify the conceptual underpinnings behind a discontinuity in Rationalizability hinted in the analysis of Weinstein (2016).",1,,https://doi.org/10.1016/j.geb.2022.10.012,
tier1,Games and Economic Behavior,Games and Economic Behavior,2018,Testing models of belief bias: An experiment,Alexander Coutts,10.1016/j.geb.2018.11.001,,0,,https://doi.org/10.1016/j.geb.2018.11.001,
tier1,Games and Economic Behavior,Games and Economic Behavior,2019,On Hurwicz–Nash equilibria of non-Bayesian games under incomplete information,Patrick Beißner; M. Ali Khan,10.1016/j.geb.2019.02.001,,0,,https://doi.org/10.1016/j.geb.2019.02.001,
tier1,Games and Economic Behavior,Games and Economic Behavior,2018,Do sellers exploit biased beliefs of buyers? An experiment,Lukas Wenner,10.1016/j.geb.2018.04.003,,0,,https://doi.org/10.1016/j.geb.2018.04.003,
tier1,Games and Economic Behavior,Games and Economic Behavior,2022,Non-Bayesian correlated equilibrium as an expression of non-Bayesian rationality,John Hillas; Dov Samet,10.1016/j.geb.2022.05.005,,0,,https://doi.org/10.1016/j.geb.2022.05.005,
tier1,Games and Economic Behavior,Games and Economic Behavior,2024,Learning in networks with idiosyncratic agents,Vatsal Khandelwal,10.1016/j.geb.2024.01.010,"Individuals update their beliefs and respond to new information in idiosyncratic ways. I show that an individual's idiosyncrasies such as under-reaction, over-reaction, or frustration can have spillover effects and adversely affect the long run beliefs of society. I derive sufficient conditions for convergence of beliefs for all possible networks of agents with heterogeneous idiosyncrasies. Beliefs converge if the magnitude of over-reaction and frustration in any agent's network neighbourhood is below a threshold determined by how much they trust their own private signals. I find that the absence of disproportionately influential agents is not sufficient to ensure the accuracy of long-run beliefs if learning idiosyncrasies also grow with the network. Finally, I show that agent under-reaction can partition the network, create bottlenecks, and delay convergence. Simulations on artificial and Indian village networks validate the results.",1,,https://doi.org/10.1016/j.geb.2024.01.010,
tier1,Journal of Risk and Uncertainty,Journal of Risk and Uncertainty,2023,On the psychology of the relation between optimism and risk taking,Thomas Dohmen; Simone Quercia; Jana Willrodt,10.1007/s11166-023-09409-z,"Abstract In this paper, we provide an explanation for why risk taking is related to optimism. Using a laboratory experiment, we show that the degree of optimism predicts whether people tend to focus on the positive or negative outcomes of risky decisions. While optimists tend to focus on the good outcomes, pessimists focus on the bad outcomes of risk. The tendency to focus on good or bad outcomes of risk in turn affects both the self-reported willingness to take risk and actual risk taking behavior. This suggests that dispositional optimism may affect risk taking mainly by shifting attention to specific outcomes rather than causing misperception of probabilities. In a second study we find evidence that dispositional optimism is related to elicited parameters of rank dependent utility theory suggesting that focusing may be among the psychological determinants of decision weights. Finally, we corroborate our findings with process data related to focusing showing that optimists tend to remember more and attend more to good outcomes and this in turn affects their risk taking.",1,https://link.springer.com/content/pdf/10.1007/s11166-023-09409-z.pdf,https://link.springer.com/content/pdf/10.1007/s11166-023-09409-z.pdf,pdfs/2023_Journal of Risk and Uncertainty_On the psychology of the relation between optimism and risk taking_10.1007_s11166-023-09409-z.pdf
tier1,Journal of Risk and Uncertainty,Journal of Risk and Uncertainty,2024,Consumer misperceptions and product differentiation,Oren Bar‐Gill; Cass R. Sunstein,10.1007/s11166-024-09442-6,,0,,https://doi.org/10.1007/s11166-024-09442-6,
tier1,Journal of Risk and Uncertainty,Journal of Risk and Uncertainty,2021,Effortful Bayesian updating: A pupil-dilation study,Carlos Alós‐Ferrer; Alexander Jaudas; Alexander Ritschel,10.1007/s11166-021-09358-5,,1,https://link.springer.com/content/pdf/10.1007/s11166-021-09358-5.pdf,https://link.springer.com/content/pdf/10.1007/s11166-021-09358-5.pdf,pdfs/2021_Journal of Risk and Uncertainty_Effortful Bayesian updating_ A pupil-dilation study_10.1007_s11166-021-09358-5.pdf
tier1,Journal of Risk and Uncertainty,Journal of Risk and Uncertainty,2019,Correlation neglect and case-based decisions,Benjamin Radoc; Robert Sugden; Theodore L. Turocy,10.1007/s11166-019-09309-1,"In most theories of choice under uncertainty, decision-makers are assumed to evaluate acts in terms of subjective values attributed to consequences and probabilities assigned to events. Case-based decision theory (CBDT), proposed by Gilboa and Schmeidler, is fundamentally different, and in the tradition of reinforcement learning models. It has no state space and no concept of probability. An agent evaluates each available act in terms of the consequences he has experienced through choosing that act in previous decision problems that he perceives to be similar to his current problem. Gilboa and Schmeidler present CBDT as a complement to expected utility theory (EUT), applicable only when the state space is unknown. Accordingly, most experimental tests of CBDT have used problems for which EUT makes no predictions. In contrast, we test the conjecture that case-based reasoning may also be used when relevant probabilities can be derived by Bayesian inference from observations of random processes, and that such reasoning may induce violations of EUT. Our experiment elicits participants’ valuations of a lottery after observing realisations of the lottery being valued and realisations of another lottery. Depending on the treatment, participants know that the payoffs from the two lotteries are independent, positively correlated, or negatively correlated. We find no evidence of correlation neglect indicative of case-based reasoning. However, in the negative correlation treatment, valuations cannot be explained by Bayesian reasoning, while stated qualitative judgements about chances of winning can.",1,https://link.springer.com/content/pdf/10.1007/s11166-019-09309-1.pdf,https://link.springer.com/content/pdf/10.1007/s11166-019-09309-1.pdf,pdfs/2019_Journal of Risk and Uncertainty_Correlation neglect and case-based decisions_10.1007_s11166-019-09309-1.pdf
tier1,Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2021,Updating politicized beliefs: How motivated reasoning contributes to polarization,Siyan Su,10.1016/j.socec.2021.101799,,0,,https://doi.org/10.1016/j.socec.2021.101799,
tier1,Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2024,"Deliberation, mood response, and the confirmation bias in the religious belief domain",David L. Dickinson,10.1016/j.socec.2024.102161,,0,,https://doi.org/10.1016/j.socec.2024.102161,
tier1,Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2021,Contrarian profits and representativeness heuristic in the MENA stock markets,Ramzi Boussaidi; Majid Ibrahim Alsaggaf,10.1016/j.socec.2021.101820,,0,,https://doi.org/10.1016/j.socec.2021.101820,
tier1,Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2025,Using a brief contact to improve trust in the police by the youth,Gwen-Jirō Clochard,10.1016/j.socec.2025.102376,"Trust in the police has many positive effects, so it is important to explore solutions to improve police-community relations, especially in areas where such relations are deteriorated. In this paper, I use a lab-in-the-field experiment in two high schools in France to investigate the effect of a brief and controlled discussion - contact - between police officers and students on trust. The results indicate a positive effect of contact on trust at the individual level, i.e. toward the specific police officer met. However, the effect does not translate into an increase in trust in the police in general. A Bayesian model of belief formation can shed light on why a single contact may not be sufficient in the case of prior — negative — interactions. This paper can have implications for the most widely used policy to improve perceptions of the police, namely community policing. • Large portions of the French population do not exhibit high trust in the police. • I run an experiment to test the effects of a brief contact between high schoolers and police officers. • Contacts improved trust at the individual but not at the collective level. • Results are consistent with a Bayesian belief updating framework.",1,,https://doi.org/10.1016/j.socec.2025.102376,
tier1,Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2024,The ego is no fool: Absence of motivated belief formation in strategic interactions,Giovanni Burro; Alessandro Castagnetti,10.1016/j.socec.2024.102167,"We investigate whether individuals are more easily fooled by others when they enhance their personal characteristics and abilities. We use an experiment in which participants complete an IQ test and then play a sender–receiver game. The experiment has a 2x2 factorial design. First, we determine the state either by the receiver’s relative performance or by a randomly drawn number. Second, monetary incentives, which are common knowledge, are such that the sender is better off (worse off) when the receiver’s action is about him being of high (low) rank, while the receiver benefits from selecting the action that matches his true rank. We find that receivers are not more likely to believe senders or to move their action further from their prior beliefs when they provide news that carries ego-relevant information about themselves, compared to the cases in which the news carries no ego-relevant information.",1,,https://doi.org/10.1016/j.socec.2024.102167,
tier1,Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2025,"Hey, what did you expect ? Confirmation bias in credence goods markets: Theoretical and experimental analyses",Maxime Perodaud; Michela Chessa,10.1016/j.socec.2025.102495,"This study investigates how consumer confirmation bias affects expert decision-making in credence goods markets by combining theoretical modeling with experimental analysis. Using psychological game theory, we develop a dynamic two-player model in which an expert’s utility is shaped by both financial incentives and the psychological disutility associated with not meeting consumer expectations. The model predicts that experts with higher psychological sensitivity are more likely to deviate from profit-maximizing strategies to align with consumer beliefs, potentially increasing market inefficiencies. Experimental results show that the extent to which confirmation bias influences expert behavior depends on both the expert’s sensitivity and state of the world. Under conditions of high sensitivity and consumer bias, experts adjusted their recommendations to match consumer expectations, even when doing so led to suboptimal outcomes. These findings have policy implications and contribute to the literature on credence goods by highlighting the tension between expert judgment and consumer-driven expectations. • We study the impact of consumer confirmation bias on expert decision-making in a credence goods market. • We develop a psychological game-theoretic model incorporating belief-dependent preferences. • We conduct a laboratory experiment to test the predictions of the theoretical model. • Results highlight the interaction between the expert’s sensitivity and the state of the world.",1,,https://doi.org/10.1016/j.socec.2025.102495,
tier1,Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2025,Misperception of descriptive norms and adoption of eco-schemes by French farmers,Benjamin Ouvrard; Arnaud Reynaud,10.1016/j.socec.2025.102496,,1,,https://doi.org/10.1016/j.socec.2025.102496,
tier1,American Economic Journal: Microeconomics,American Economic Journal Microeconomics,2024,The Fake News Effect: Experimentally Identifying Motivated Reasoning Using Trust in News,Michael Thaler,10.1257/mic.20220146,"Motivated reasoning posits that people distort how they process information in the direction of beliefs they find attractive. This paper creates a novel experimental design to identify motivated reasoning from Bayesian updating when people have preconceived beliefs. It analyzes how subjects assess the veracity of information sources that tell them the median of their belief distribution is too high or too low. Bayesians infer nothing about the source veracity, but motivated beliefs are evoked. Evidence supports politically motivated reasoning about immigration, income mobility, crime, racial discrimination, gender, climate change, and gun laws. Motivated reasoning helps explain belief biases, polarization, and overconfidence. (JEL C91, D12, D72, D83, D91, L82)",0,,https://doi.org/10.1257/mic.20220146,
tier1,American Economic Journal: Microeconomics,American Economic Journal Microeconomics,2020,Incomplete Information Games with Ambiguity Averse Players,Eran Hanany; Peter Klibanoff; Sujoy Mukerji,10.1257/mic.20180302,"We study incomplete information games with ambiguity averse players. Our focus is on equilibrium concepts satisfying sequential optimality—each player’s strategy is optimal at each information set given opponents’ strategies. We show sequential optimality, which does not make any explicit assumption on updating, is equivalent to sequential optimality with respect to beliefs updated using a particular generalization of Bayesian updating. Ambiguity aversion expands the set of equilibria compatible with players sharing common ambiguous beliefs. We connect ambiguity aversion with belief robustness. Examples illustrate new strategic behavior, including strategic use of ambiguity, under ambiguity aversion. (JEL C73, D81, D83)",0,,https://doi.org/10.1257/mic.20180302,
tier1,American Economic Journal: Microeconomics,American Economic Journal Microeconomics,2024,Everyday Econometricians: Selection Neglect and Overoptimism When Learning from Others,Kai Barron; Steffen Huck; Philippe Jéhiel,10.1257/mic.20200030,"This study explores selection neglect in an experimental investment game where individuals can learn from others’ outcomes. Experiment 1 examines aggregate-level equilibrium behavior. We find strong evidence of selection neglect and corroborate several comparative static predictions of Jehiel’s (2018) model, showing that the severity of the bias is aggravated by the sophistication of other individuals and moderated when information is more correlated across individuals. Experiment 2 focuses on individual decision-making, isolating the influence of beliefs from possible confounding factors. This allows us to classify individuals according to their degree of naïvety and explore the limits of, and potential remedies for, selection neglect. (JEL C91, D12, D83, D91, G41)",0,,https://doi.org/10.1257/mic.20200030,
tier1,American Economic Journal: Microeconomics,American Economic Journal Microeconomics,2023,Biased Beliefs in Search Markets,Tobias Gamp; Daniel Krähmer,10.1257/mic.20210007,"We study the implications of biased consumer beliefs for search market outcomes in the seminal framework due to Diamond (1971). Biased consumers base their search strategy on a belief function that specifies for any (true) distribution of utility offers in the market a possibly incorrect distribution of utility offers. If biased consumers overestimate the best offer in the market, a novel type of equilibrium may emerge in which firms make exceptionally favorable offers in order to meet biased consumers’ unreasonably high expectations, which then become partially self-fulfilling. Consequently, the presence of biased consumers may improve the welfare of all consumers. (JEL D11, D21, D83, D84)",1,,https://doi.org/10.5282/ubm/epub.94017,
tier1,American Economic Journal: Microeconomics,American Economic Journal Microeconomics,2024,The Status Quo and Belief Polarization of Inattentive Agents: Theory and Experiment,Vladimír Novák; Andrei Matveenko; Silvio Ravaioli,10.1257/mic.20210352,"We show that rational but inattentive agents can become polarized ex ante. We present how optimal information acquisition and subsequent belief formation depend crucially on the agent-specific status quo valuation. Beliefs can systematically—in expectations over all possible signal realizations conditional on the state of the world—update away from the realized truth, and even agents with the same initial beliefs might become polarized. We design a laboratory experiment to test the model’s predictions. The results confirm our predictions about the mechanism (rational information acquisition) and its effect on beliefs (systematic polarization), and they provide general insights into demand for information. (JEL C92, D72, D83, D91)",0,,https://doi.org/10.1257/mic.20210352,
tier1,American Economic Journal: Microeconomics,American Economic Journal Microeconomics,2024,Correlation Neglect in Student-to-School Matching,Alex Rees-Jones; Ran I. Shorrer; Chloe Tergiman,10.1257/mic.20200407,"We present results from three experiments containing incentivized school choice scenarios. In these scenarios, we vary whether schools’ assessments of students are based on a common priority (inducing correlation in admissions decisions) or are based on independent assessments (eliminating correlation in admissions decisions). The quality of students’ application strategies declines in the presence of correlated admissions: application strategies become substantially more aggressive and fail to include attractive “safety” options. We provide a battery of tests suggesting that this phenomenon is at least partially driven by correlation neglect, and we discuss implications for the design and deployment of student-to-school matching mechanisms. (JEL C78, C91, D82, I23)",0,,https://doi.org/10.1257/mic.20200407,
